address,city,state,zip,longitude,latitude,country,establishment
800 Garnet Ave,Pacific Beach,CA,92109,-117.2555,32.7965,United States,Denny's
1201 N Palm Canyon Dr,Palm Springs,CA,92262,-116.5468,33.8395,United States,Denny's
1257 Rancho Vista Blvd,Palmdale,CA,93551,-118.1531,34.6018,United States,Denny's
37050 47th St E,Palmdale,CA,93552,-118.0453,34.5548,United States,Denny's
8500 Van Nuys Blvd,Panorama City,CA,91402,-118.4488,34.2248,United States,Denny's
2627 E Colorado Blvd,Pasadena,CA,91107,-118.0961,34.1461,United States,Denny's
1310 24th St,Paso Robles,CA,93446,-120.6864,35.642,United States,Denny's
15001 Rogers Rd,Patterson,CA,95363,-121.1761,37.4667,United States,Denny's
570 E 4th St,Perris,CA,92570,-117.2189,33.7824,United States,Denny's
4986 Petaluma Blvd,Petaluma,CA,94952,-122.6705,38.2695,United States,Denny's
8600 E Whittier Blvd,Pico Rivera,CA,90660,-118.0886,34.0033,United States,Denny's
611 Five Cities Dr,Pismo Beach,CA,93449,-120.6218,35.1356,United States,Denny's
108 E Orangethorpe Ave,Placentia,CA,92870,-117.8725,33.8625,United States,Denny's
99 Fair Lane Dr,Placerville,CA,95667,-120.8306,38.7226,United States,Denny's
612 Contra Costa Blvd,Pleasant Hill,CA,94523,-122.0645,37.9748,United States,Denny's
3012 W Temple Ave,Pomona,CA,91766,-117.7982,34.0407,United States,Denny's
1504 Gillette Rd,Pomona,CA,91768,-117.7778,34.0742,United States,Denny's
3801 W Temple Avenue,Pomona,CA,91768,-117.8165,34.0502,United States,Denny's
2511 N Ventura Rd,Port Hueneme,CA,93041,-119.1951,34.176,United States,Denny's
1262 W Henderson Ave,Porterville,CA,93257,-119.0457,36.0804,United States,Denny's
360 Montgomery Ave,Porterville,CA,93257,-119.0253,36.0498,United States,Denny's
1946 Main St,Ramona,CA,92065,-116.8833,33.033,United States,Denny's
2474 Sunrise Blvd,Rancho Cordova,CA,95670,-121.2696,38.6141,United States,Denny's
11899 Foothills Blvd,Rancho Cucamonga,CA,91730,-117.5456,34.1063,United States,Denny's
29019 Western Avenue,Rancho Palos Verdes,CA,90275,-118.3097,33.7555,United States,Denny's
48 Antelope Blvd,Red Bluff,CA,96080,-122.2288,40.1791,United States,Denny's
2608 Hilltop Dr,Redding,CA,96002,-122.3581,40.5707,United States,Denny's
542 E Cypress St,Redding,CA,96002,-122.362,40.571,United States,Denny's
9 W Redlands Blvd,Redlands,CA,92373,-117.1827,34.0573,United States,Denny's
1180 Alabama St,Redlands,CA,92374,-117.2087,34.0685,United States,Denny's
1760 Aviation Blvd,Redondo Beach,CA,90278,-118.382,33.872,United States,Denny's
1201 Broadway,Redwood City,CA,94063,-122.2142,37.4871,United States,Denny's
7600 Reseda Blvd,Reseda,CA,91335,-118.5361,34.2084,United States,Denny's
1377 W Foothill Blvd,Rialto,CA,92376,-117.3982,34.1067,United States,Denny's
104 China Lake Blvd,Ridgecrest,CA,93555,-117.67,35.6224,United States,Denny's
1501 N Jack Tone Road,Ripon,CA,95366,-121.1425,37.7569,United States,Denny's
2955 Van Buren Blvd,Riverside,CA,92503,-117.4368,33.9086,United States,Denny's
3530 Madison St,Riverside,CA,92504,-117.4061,33.9373,United States,Denny's
1245 University Ave,Riverside,CA,92507,-117.3388,33.9757,United States,Denny's
4460 Rocklin Rd,Rocklin,CA,95677,-121.2248,38.7885,United States,Denny's
122 Sunrise Ave,Roseville,CA,95661,-121.2668,38.7432,United States,Denny's
5181 Foothills Blvd,Roseville,CA,95747,-121.3115,38.7631,United States,Denny's
1425 S Nogales,Rowland Heights,CA,91748,-117.889,33.9914,United States,Denny's
6875 Valley Way,Rubidoux,CA,92509,-117.4359,34.0106,United States,Denny's
300 Bercut Drive,Sacramento,CA,95814,-121.5022,38.5973,United States,Denny's
3520 Auburn Blvd,Sacramento,CA,95821,-121.3825,38.6373,United States,Denny's
5460 Florin Rd,Sacramento,CA,95823,-121.4418,38.4961,United States,Denny's
1322 Howe Ave,Sacramento,CA,95825,-121.4154,38.5894,United States,Denny's
7900 College Town Dr,Sacramento,CA,95826,-121.4106,38.5553,United States,Denny's
7401 Elsie Ave,Sacramento,CA,95828,-121.4163,38.4743,United States,Denny's
4441 E Commerce Way,Sacramento,CA,95834,-121.5261,38.6525,United States,Denny's
5120 Interstate Ave,Sacramento,CA,95842,-121.3631,38.6596,United States,Denny's
4324 Salida Blvd,Salida,CA,95368,-121.0755,37.7015,United States,Denny's
1255 De La Torre,Salinas,CA,93905,-121.6216,36.6591,United States,Denny's
2005 N Main Street,Salinas,CA,93906,-121.6562,36.7217,United States,Denny's
975 E Blanco Rd,Salinas,CA,93906,-121.6364,36.6563,United States,Denny's
702 E Highland Ave,San Bernardino,CA,92404,-117.2724,34.1359,United States,Denny's
5975 N Palm Ave,San Bernardino,CA,92407,-117.3621,34.1899,United States,Denny's
529 Avenida Pico,San Clemente,CA,92672,-117.6234,33.4381,United States,Denny's
2445 El Cajon Blvd,San Diego,CA,92104,-117.1383,32.7552,United States,Denny's
4365 University Ave,San Diego,CA,92105,-117.1006,32.7496,United States,Denny's
1601 Rosecrans St,San Diego,CA,92106,-117.2269,32.7274,United States,Denny's
1065 Camino Del Rio,San Diego,CA,92108,-117.153,32.7669,United States,Denny's
7676 Friars Rd,San Diego,CA,92108,-117.158,32.7722,United States,Denny's
3704 Camino Del Rio W,San Diego,CA,92110,-117.205,32.7553,United States,Denny's
3920 W Point Loma,San Diego,CA,92110,-117.2208,32.7551,United States,Denny's
5812 Hardy Ave,San Diego,CA,92115,-117.0716,32.7726,United States,Denny's
4280 Clairemont Mesa Blvd,San Diego,CA,92117,-117.2011,32.8327,United States,Denny's
6970 Alvarado,San Diego,CA,92120,-117.0479,32.774,United States,Denny's
6908 Miramar Road,San Diego,CA,92121,-117.168,32.8783,United States,Denny's
5445 Kearny Villa Rd,San Diego,CA,92123,-117.1388,32.8343,United States,Denny's
16686 Bernardo Center Dr,San Diego,CA,92128,-117.0763,33.0164,United States,Denny's
9898 Mira Mesa Blvd,San Diego,CA,92131,-117.1129,32.9168,United States,Denny's
Mcas Miramar,San Diego,CA,92145,-117.1441,32.8701,United States,Denny's
2420 Coronado Ave,San Diego,CA,92154,-117.0803,32.5765,United States,Denny's
548 W Arrow Hwy,San Dimas,CA,91773,-117.8174,34.1039,United States,Denny's
1041 Truman Street,San Fernando,CA,91340,-118.4405,34.2831,United States,Denny's
816 Mission St,San Francisco,CA,94103,-122.4046,37.7843,United States,Denny's
495 Beach St,San Francisco,CA,94133,-122.4172,37.8071,United States,Denny's
1290 North State St,San Jacinto,CA,92583,-116.9721,33.8042,United States,Denny's
1390 South First St,San Jose,CA,95110,-121.8739,37.3165,United States,Denny's
1490 N 1st St,San Jose,CA,95112,-121.9106,37.3632,United States,Denny's
1140 Hillsdale Ave,San Jose,CA,95118,-121.8809,37.2746,United States,Denny's
1001 E Capitol,San Jose,CA,95121,-121.8232,37.2991,United States,Denny's
2401 Lanai Ave,San Jose,CA,95122,-121.8293,37.3207,United States,Denny's
1015 Blossom Hill Rd,San Jose,CA,95123,-121.8702,37.2505,United States,Denny's
910 Saratoga Ave,San Jose,CA,95129,-121.9773,37.3099,United States,Denny's
2077 N 1st St,San Jose,CA,95131,-121.9194,37.3746,United States,Denny's
2484 Berryessa Rd,San Jose,CA,95133,-121.8611,37.3861,United States,Denny's
1803 Marina Blvd,San Leandro,CA,94577,-122.1705,37.7089,United States,Denny's
15015 Freedom Ave,San Leandro,CA,94578,-122.1243,37.7093,United States,Denny's
208 Madonna Rd,San Luis Obispo,CA,93405,-120.6766,35.2638,United States,Denny's
731 W San Marcos Blvd,San Marcos,CA,92069,-117.1799,33.1368,United States,Denny's
2920 S Norfolk,San Mateo,CA,94403,-122.2848,37.5459,United States,Denny's
2526 San Pablo,San Pablo,CA,94806,-122.3305,37.9553,United States,Denny's
130 E Calle Primero,San Ysidro,CA,92173,-117.0442,32.5505,United States,Denny's
536 Academy Ave,Sanger,CA,93657,-119.5564,36.7087,United States,Denny's
2314 E 17th St,Santa Ana,CA,92701,-117.8336,33.7598,United States,Denny's
2530 S Bristol Street,Santa Ana,CA,92704,-117.8854,33.7134,United States,Denny's
1501 W 17th St,Santa Ana,CA,92706,-117.8884,33.7601,United States,Denny's
3614 State St,Santa Barbara,CA,93105,-119.7404,34.4405,United States,Denny's
1745 El Camino Real,Santa Clara,CA,95050,-121.9564,37.3524,United States,Denny's
3715 El Camino Real,Santa Clara,CA,95050,-121.9987,37.3523,United States,Denny's
16401 Delone St,Santa Clarita,CA,91387,-118.4228,34.4238,United States,Denny's
1515 Ocean St,Santa Cruz,CA,95060,-122.0235,36.9852,United States,Denny's
1019 East Main St,Santa Maria,CA,93454,-120.4198,34.953,United States,Denny's
1560 Lincoln Blvd,Santa Monica,CA,90401,-118.4889,34.0174,United States,Denny's
327 S Palm Ave,Santa Paula,CA,93060,-119.0692,34.3463,United States,Denny's
1000 W Steele Lane,Santa Rosa,CA,95403,-122.7273,38.4599,United States,Denny's
115 Baker Ave,Santa Rosa,CA,95407,-122.7142,38.4213,United States,Denny's
140 Town Center Pkwy,Santee,CA,92071,-116.988,32.8421,United States,Denny's
2940 Westminster Ave,Seal Beach,CA,90740,-118.0802,33.7595,United States,Denny's
2763 Highland Ave,Selma,CA,93662,-119.6288,36.5743,United States,Denny's
5525 N Sepulveda Blvd,Sherman Oaks,CA,91411,-118.4662,34.171,United States,Denny's
2460 N Sycamore,Simi Valley,CA,93065,-118.7438,34.2798,United States,Denny's
3064 H De La Rosa Sr Street,Soledad,CA,93960,-121.3216,36.4175,United States,Denny's
5811 E Firestone Blvd,South Gate,CA,90280,-118.1645,33.9492,United States,Denny's
2870 S Lake Tahoe Blvd,South Lake Tahoe,CA,96150,-119.9777,38.9344,United States,Denny's
10 Airport Blvd,South San Francisco,CA,94080,-122.4084,37.6502,United States,Denny's
12924 Beach Blvd,Stanton,CA,90680,-117.9927,33.7743,United States,Denny's
642 West Charter Way,Stockton,CA,95206,-121.2959,37.9372,United States,Denny's
2670 W March Lane,Stockton,CA,95207,-121.3417,37.9846,United States,Denny's
4747 Pacific Ave,Stockton,CA,95207,-121.313,37.9917,United States,Denny's
3950 Waterloo Rd,Stockton,CA,95215,-121.2471,37.9865,United States,Denny's
5033 S Hwy 99 E Frontage Rd,Stockton,CA,95215,-121.2206,37.9031,United States,Denny's
8022 Vineland Ave,Sun Valley,CA,91352,-118.3703,34.2161,United States,Denny's
814 Ahwanee Ave,Sunnyvale,CA,94085,-122.0282,37.3958,United States,Denny's
311 S Mathilda,Sunnyvale,CA,94086,-122.0351,37.375,United States,Denny's
12861 Encinitas Ave,Sylmar,CA,91342,-118.478,34.3031,United States,Denny's
13201 Gladstone Ave,Sylmar,CA,91342,-118.4282,34.3108,United States,Denny's
9000 Magellan St,Tehachapi,CA,93561,-118.4469,35.1409,United States,Denny's
28915 Rancho California Road,Temecula,CA,92590,-117.1535,33.4993,United States,Denny's
5603 Rosemead Blvd,Temple City,CA,91780,-118.0736,34.1015,United States,Denny's
72244 Varner Rd,Thousand Palms,CA,92276,-116.403,33.8185,United States,Denny's
21270 Hawthorne Blvd,Torrance,CA,90503,-118.3532,33.8356,United States,Denny's
3060 Sepulveda Blvd,Torrance,CA,90505,-118.3406,33.8243,United States,Denny's
3718 No Tracy Blvd,Tracy,CA,95304,-121.4351,37.7635,United States,Denny's
795 E Prosperity Ave,Tulare,CA,93274,-119.337,36.2258,United States,Denny's
1991 Lander Ave,Turlock,CA,95380,-120.849,37.4756,United States,Denny's
1571 El Camino Real,Tustin,CA,92780,-117.8139,33.7334,United States,Denny's
73669-91 Twentynine Palms Hwy,Twentynine Palms,CA,92277,-116.055,34.1356,United States,Denny's
105 Pomeroy,Ukiah,CA,95482,-123.1981,39.1515,United States,Denny's
825 W Foothill Blvd,Upland,CA,91786,-117.6616,34.107,United States,Denny's
1701 E Monte Vista Ave,Vacaville,CA,95688,-121.9587,38.3708,United States,Denny's
27541 Wayne Mills Place,Valencia,CA,91355,-118.5814,34.4223,United States,Denny's
250 Fairgrounds Dr,Vallejo,CA,94589,-122.231,38.1241,United States,Denny's
4355 Sonoma Blvd,Vallejo,CA,94589,-122.2562,38.136,United States,Denny's
14445 Sherman Way,Van Nuys,CA,91405,-118.4474,34.2012,United States,Denny's
15540 Roscoe Bouleva,Van Nuys,CA,91406,-118.4924,34.2003,United States,Denny's
16575 Sherman Way,Van Nuys,CA,91406,-118.4941,34.2012,United States,Denny's
2148 E Harbor,Ventura,CA,93001,-119.1838,34.1791,United States,Denny's
14244 Valley Center Dr,Victorville,CA,92392,-117.3208,34.5099,United States,Denny's
2332 South Mooney,Visalia,CA,93277,-119.3137,36.3093,United States,Denny's
200 S Akers St,Visalia,CA,93291,-119.3496,36.329,United States,Denny's
540 W Vista Way,Vista,CA,92083,-117.2522,33.1962,United States,Denny's
1235 Harbor Blvd,W Sacramento,CA,95691,-121.5487,38.5736,United States,Denny's
132 N Grand Ave,W Covina,CA,91791,-117.8724,34.0735,United States,Denny's
1804 Highway 46,Wasco,CA,93280,-119.346,35.602,United States,Denny's
645 N Azusa,West Covina,CA,91791,-117.9078,34.0821,United States,Denny's
"Joe's Truck Plaza, 4415 Howard R",Westley,CA,95387,-121.2669,37.5407,United States,Denny's
1060 Tiverton Ave,Westwood,CA,90024,-118.4431,34.0608,United States,Denny's
11891 Whittier Blvd,Whittier,CA,90601,-118.0494,33.9792,United States,Denny's
8425 S Pioneer Blvd,Whittier,CA,90606,-118.0816,33.9683,United States,Denny's
23857 Clinton Keith Rd,Wildomar,CA,92595,-117.2434,33.5969,United States,Denny's
1440 W Pacific Coast,Wilmington,CA,90744,-118.2835,33.7907,United States,Denny's
21 Bernard Court,Woodland,CA,95695,-121.7826,38.7002,United States,Denny's
1568 E Main St,Woodland,CA,95776,-121.7484,38.6773,United States,Denny's
20137 Ventura Blvd,Woodland Hills,CA,91364,-118.5721,34.1706,United States,Denny's
22027 Burbank Blvd,Woodland Hills,CA,91364,-118.6068,34.172,United States,Denny's
22611 Oak Crest Circle,Yorba Linda,CA,92887,-117.7438,33.8726,United States,Denny's
33540 Yucaipa Blvd,Yucaipa,CA,92399,-117.0722,34.034,United States,Denny's
56895 29 Palms Hwy,Yucca Valley,CA,92284,-116.4232,34.1199,United States,Denny's
14400 E 6th Ave,Aurora,CO,80011,-104.8204,39.7256,United States,Denny's
16751 E 32nd Ave,Aurora,CO,80011,-104.793,39.7619,United States,Denny's
1505 S Havana,Aurora,CO,80012,-104.8659,39.6894,United States,Denny's
2905 Baseline Rd,Boulder,CO,80303,-105.2558,40.0002,United States,Denny's
415 S Lincoln Street,Burlington,CO,80807,-102.2788,39.2973,United States,Denny's
3205 I-70 Business Loop,Clifton,CO,81520,-108.4577,39.0881,United States,Denny's
315 W Bijou St,Colorado Springs,CO,80905,-104.831,38.837,United States,Denny's
1450 Harrison Rd,Colorado Springs,CO,80906,-104.7997,38.796,United States,Denny's
302 N Academy Blvd,Colorado Springs,CO,80909,-104.7578,38.8373,United States,Denny's
8125 N Academy Blvd,Colorado Springs,CO,80920,-104.8039,38.949,United States,Denny's
2059 E Main St,Cortez,CO,81321,-108.5597,37.349,United States,Denny's
1605 Nw Federal Blvd,Denver,CO,80204,-105.0252,39.7434,United States,Denny's
900 West Alameda Ave,Denver,CO,80223,-104.9975,39.7112,United States,Denny's
12090 E 40th Ave,Denver,CO,80239,-104.8476,39.7725,United States,Denny's
666 Camino Del Rio,Durango,CO,81301,-107.8842,37.2714,United States,Denny's
275 W Hampden Ave,Englewood,CO,80110,-104.9909,39.6533,United States,Denny's
420 Centro Way,Fort Collins,CO,80524,-105.0075,40.5831,United States,Denny's
6715 Mesa Ridge Parkway,Fountain,CO,80817,-104.6977,38.7183,United States,Denny's
3291 Youngfield Service Road,Golden,CO,80401,-105.1451,39.763,United States,Denny's
710 Horizon Dr,Grand Junction,CO,81501,-108.5441,39.107,United States,Denny's
1164 Sargent Jon Stiles Drive,Highlands Ranch,CO,80129,-105.004,39.5483,United States,Denny's
565 Union Blvd,Lakewood,CO,80228,-105.1319,39.7243,United States,Denny's
3580 So Wadsworth,Lakewood,CO,80235,-105.0815,39.6502,United States,Denny's
2455 6th St,Limon,CO,80828,-103.7121,39.2703,United States,Denny's
1515 Venture Way,Montrose,CO,81401,-107.8652,38.4558,United States,Denny's
3600 N Frwy,Pueblo,CO,81003,-104.6132,38.3123,United States,Denny's
350 East 104th Ave,Thornton,CO,80233,-104.9823,39.8851,United States,Denny's
9930 W 49th Ave,Wheatridge,CO,80033,-105.1088,39.7856,United States,Denny's
100 Morning Sun Drive,Woodland Park,CO,80863,-105.0376,38.9745,United States,Denny's
61 Newtown Rd,Danbury,CT,06810,-73.4197,41.4057,United States,Denny's
111 Elm St,Enfield,CT,06082,-72.5814,41.998,United States,Denny's
539 Flatbush Ave,Hartford,CT,06106,-72.7134,41.7424,United States,Denny's
"655 S Main St, Rt 17",Middletown,CT,06457,-72.6433,41.5545,United States,Denny's
1467 Whalley Ave,New Haven,CT,06515,-72.9765,41.3343,United States,Denny's
336 S Frontage Rd,New London,CT,06320,-72.1187,41.3694,United States,Denny's
621 Queen St,Southington,CT,06489,-72.8736,41.6344,United States,Denny's
35 Talcotville Rd,Vernon,CT,06066,-72.4969,41.8266,United States,Denny's
939 Wolcott St,Waterbury,CT,06705,-73.0079,41.5666,United States,Denny's
487 Sawmill Rd,West Haven,CT,06516,-72.9741,41.2709,United States,Denny's
28 Flat Rock Place,Westbrook,CT,06498,-72.4449,41.2899,United States,Denny's
1298 Silas Deane Hwy,Wethersfield,CT,06109,-72.6547,41.6849,United States,Denny's
1250 Bladensburg Rd Ne,Washington,DC,20002,-76.9794,38.9063,United States,Denny's
4445 Benning Rd Ne,Washington,DC,20019,-76.9386,38.8912,United States,Denny's
80 MacIntosh Plaza,Newark,DE,19713,-75.6825,39.6758,United States,Denny's
255 E Altamonte Dr,Altamonte Springs,FL,32701,-81.3842,28.6621,United States,Denny's
351 E Main St,Apopka,FL,32703,-81.5041,28.6731,United States,Denny's
1035 N Broadway,Bartow,FL,33830,-81.8435,27.9053,United States,Denny's
12105 Us Highway 19 N,Bayonet Point,FL,34667,-82.6993,28.333,United States,Denny's
3249 N Federal Hwy,Boca Raton,FL,33431,-80.0765,26.3802,United States,Denny's
1311 W Palmetto Park,Boca Raton,FL,33486,-80.1121,26.3511,United States,Denny's
610 44th Ave W,Bradenton,FL,34207,-82.5687,27.4624,United States,Denny's
1301 W Brandon Blvd,Brandon,FL,33511,-82.3021,27.9376,United States,Denny's
1306 Del Prado Blvd,Cape Coral,FL,33990,-81.9408,26.6283,United States,Denny's
198 E Semoran Blvd,Casselberry,FL,32707,-81.3378,28.6588,United States,Denny's
26489 Us Hwy 19 No,Clearwater,FL,33761,-82.734,28.0131,United States,Denny's
25 Town Center Blvd,Clermont,FL,34711,-81.6643,28.3474,United States,Denny's
1245 N Atlantic Ave,Cocoa Beach,FL,32931,-80.6106,28.3327,United States,Denny's
1 Miracle Mile,Coral Gables,FL,33134,-80.255,25.7498,United States,Denny's
1150 South Dixie Highway,Coral Gables,FL,33146,-80.275,25.716,United States,Denny's
2380 Nw Hwy 19,Crystal River,FL,34428,-82.6104,28.9193,United States,Denny's
44111 S Us 27,Davenport,FL,33837,-81.6515,28.2355,United States,Denny's
5645 South University Dr,Davie,FL,33328,-80.2519,26.05,United States,Denny's
2701 N Atlantic Ave,Daytona Beach,FL,32118,-81.0269,29.2646,United States,Denny's
3162 S Atlantic Ave,Daytona Beach,FL,32118,-80.975,29.1619,United States,Denny's
1206 N Woodland Blvd,Deland,FL,32720,-81.3042,29.0488,United States,Denny's
1206 N Woodland Blvd,Deland,FL,32720,-81.3042,29.0488,United States,Denny's
1910 South McCall Rd,Englewood,FL,34223,-82.3359,26.9381,United States,Denny's
16150 Us Hwy 441,Eustis,FL,32726,-81.6898,28.8232,United States,Denny's
401 Se 1st Avenue,Florida City,FL,33034,-80.475,25.4428,United States,Denny's
3151 Nw 9th Ave,Ft Lauderdale,FL,33309,-80.1546,26.1669,United States,Denny's
1661 S Federal Hwy,Ft Lauderdale,FL,33316,-80.1369,26.101,United States,Denny's
8031 Summerlin Center Road,Ft Myers,FL,33907,-81.8881,26.5217,United States,Denny's
9340 Marketplace Rd,Ft Myers,FL,33912,-81.8006,26.5483,United States,Denny's
5000 N.federal Hwy,Ft Lauderdale,FL,33308,-80.1146,26.1899,United States,Denny's
100 N Kings Highway,Ft Pierce,FL,34945,-80.399,27.4487,United States,Denny's
543 N Eglin Parkway,Ft Walton Beach,FL,32547,-86.6003,30.4393,United States,Denny's
35649 Us Hwy 27 North,Haines City,FL,33844,-81.6396,28.1176,United States,Denny's
1025 W Hallandale Bch Blvd,Hallandale Beach,FL,33009,-80.1627,25.985,United States,Denny's
1000 W 49th St,Hialeah,FL,33012,-80.3034,25.8666,United States,Denny's
